date	year	month	day	sample_depth	gene	domain_name	division_name	class_name	lowest_classification_name	placement_type	RR_count
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Ciliophora	Choreotrichia	confident	34
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Ciliophora	Scuticociliatia	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Ciliophora	Spirotrichea	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Ciliophora	Strombidiidae	confident	190
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Ciliophora	Tintinnopsis	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Dinophyceae	confident	451
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Gymnodiniales	confident	680
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Peridiniales	confident	6352
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Polykrikaceae	confident	36
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Protoperidinium	confident	55
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	Syndiniales	confident	8
14_4_22	14	4	22	CM	18s	Eukaryota	Alveolata	Dinophyceae	environmental samples	confident	199
14_4_22	14	4	22	CM	18s	Eukaryota	Amoebozoa	Discosea	Acanthamoeba	confident	7
14_4_22	14	4	22	CM	18s	Eukaryota	Amoebozoa	Mycetozoa	Stemonitis	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Cryptophyta	Pyrenomonadales	Pyrenomonadaceae	confident	7
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Fungi	Sordariomycetidae	confident	15
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Ascidiacea	confident	7
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Asteriidae	confident	63
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Calanoida	confident	11325
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Calcaxonia	confident	40
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Centropages	confident	73
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	confident	6
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Heteronemertea	confident	35
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Macoma	confident	10
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Montacutidae	confident	30
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Nemertodermatidae	confident	7
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Oweniidae	confident	9
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pectinoidea	confident	6
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Peracarida	confident	5
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Ploima	confident	8
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Podoplea	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Polynoidae	confident	68
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pseudodiaptomidae	confident	44
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Rotifera	confident	3
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Sigalionidae	confident	47
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Metazoa	Spirobolida	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Opisthokonta	Opisthokonta incertae sedis	Opisthokonta incertae sedis	confident	11
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadida	confident	7
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadidae	confident	26
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercozoa	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	Protaspis	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	Silicofilosea	confident	52
14_4_22	14	4	22	CM	18s	Eukaryota	Rhizaria	Cercozoa	unclassified Cercozoa	confident	11
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophyta	confident	83
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphia	confident	21
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiaceae	confident	12
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiophycidae	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	confident	27
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Ditylum	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Thalassiosiraceae	confident	241
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Triceratiaceae	confident	4
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Triceratium	confident	5
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Thraustochytriaceae	confident	6
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	NO MATCH	Stramenopiles	confident	51
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	PX clade	Mischococcales	confident	10
14_4_22	14	4	22	CM	18s	Eukaryota	Stramenopiles	Synurophyceae	Synurophyceae	confident	3
14_4_22	14	4	22	CM	18s	Eukaryota	Viridiplantae	Chlorophyta	Chlorellaceae	confident	4
14_4_22	14	4	22	CM	18s	Eukaryota	Viridiplantae	Streptophyta	Dalbergieae	confident	2
14_4_22	14	4	22	CM	18s	Eukaryota	Viridiplantae	Streptophyta	Klebsormidiales	confident	3
14_4_22	14	4	22	CM	18s	Eukaryota	environmental samples	named eukaryotic clones	named eukaryotic clones	confident	64
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Apicomplexa	Aconoidasida	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Apicomplexa	Eugregarinorida	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Apicomplexa	Sarcocystidae	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Choreotrichia	confident	33
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Euplotida	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Haptoria	confident	87
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	confident	9
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Philasterida	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Prorodontida	confident	7
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Spirotrichea	confident	19
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Strombidiidae	confident	1266
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Strombidinopsis	confident	35
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Tintinnida	confident	78
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Tintinnopsis	confident	133
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Ciliophora	Trichostomatia	confident	24
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Amoebophrya	confident	41
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Dinophyceae	confident	1587
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Gymnodiniales	confident	2377
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Peridiniales	confident	12010
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Polykrikaceae	confident	339
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Protoperidinium	confident	87
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	Syndiniales	confident	151
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	Dinophyceae	environmental samples	confident	687
14_4_22	14	4	22	DP	18s	Eukaryota	Alveolata	NO MATCH	Alveolata	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Amoebozoa	Discosea	Acanthamoeba	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Amoebozoa	Discosea	Discosea	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Amoebozoa	Mycetozoa	Stemonitis	confident	20
14_4_22	14	4	22	DP	18s	Eukaryota	Cryptophyta	Pyrenomonadales	Pyrenomonadaceae	confident	68
14_4_22	14	4	22	DP	18s	Eukaryota	Cryptophyta	Pyrenomonadales	Rhodomonas	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Fungi	Fungi	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Fungi	Sordariomycetidae	confident	50
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Actiniidae	confident	19
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Calanoida	confident	14742
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Calcarea	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Calcaxonia	confident	419
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Celleporina	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Centropages	confident	199
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Cyclopoida	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Echiura	confident	154
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Ennucula	confident	68
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Hesionidae	confident	568
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Heteroconchia	confident	10
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Hexacorallia	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Lepraliomorpha	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Megadasys	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Megascolecidae	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Monstrilla	confident	8
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Nemertodermatidae	confident	69
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Paucitubulatina	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Pelodera	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Phyllodocida	confident	320
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Ploima	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Podoplea	confident	13
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Polynoidae	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Pseudodiaptomidae	confident	84
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Rhynchonellata	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Sabellidae	confident	14
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Scolecida	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Siphonostomatoida	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Spirobolida	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Sternorrhyncha	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Terebellidae	confident	9
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Tubificidae	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Metazoa	Unguiphora	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Opisthokonta	Opisthokonta incertae sedis	Opisthokonta incertae sedis	confident	26
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadida	confident	42
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadidae	confident	57
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Cercozoa	confident	17
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Euglyphidae	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Lotharella	confident	7
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Paracercomonas	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	Silicofilosea	confident	207
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Cercozoa	unclassified Cercozoa	confident	20
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	NO MATCH	Rhizaria	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Rhizaria	Polycystinea	Polycystinea	confident	4
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophycidae	confident	7
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophyta	confident	44
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphia	confident	123
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiaceae	confident	19
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiophycidae	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscales	confident	16
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	confident	291
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Thalassiosiraceae	confident	547
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Triceratiaceae	confident	10
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Bacillariophyta	Triceratium	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Chrysophyceae	Spumella	confident	24
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Chrysophyceae	Spumella-like flagellate JB	confident	6
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Chrysophyceae	unclassified Spumella	confident	6
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Dictyochophyceae	Dictyochophyceae	confident	20
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Labyrinthulomycetes	confident	33
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Thraustochytriaceae	confident	16
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	NO MATCH	Stramenopiles	confident	172
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	PX clade	Mischococcales	confident	75
14_4_22	14	4	22	DP	18s	Eukaryota	Stramenopiles	Synurophyceae	Synurophyceae	confident	15
14_4_22	14	4	22	DP	18s	Eukaryota	Viridiplantae	Chlorophyta	Chlorellaceae	confident	56
14_4_22	14	4	22	DP	18s	Eukaryota	Viridiplantae	Chlorophyta	Chlorosarcinales	confident	3
14_4_22	14	4	22	DP	18s	Eukaryota	Viridiplantae	Chlorophyta	Ulvella	confident	5
14_4_22	14	4	22	DP	18s	Eukaryota	Viridiplantae	Chlorophyta	prasinophytes	confident	2
14_4_22	14	4	22	DP	18s	Eukaryota	Viridiplantae	Streptophyta	environmental samples	confident	6
14_4_22	14	4	22	DP	18s	Eukaryota	environmental samples	named eukaryotic clones	named eukaryotic clones	confident	119
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Apicomplexa	Eugregarinorida	confident	3
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Choreotrichia	confident	3
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Prorodontida	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Spirotrichea	confident	7
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Strombidiidae	confident	13
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Tintinnida	confident	20
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Tintinnopsis	confident	26
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Tontoniidae	confident	3
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Ciliophora	Trichostomatia	confident	19
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Amoebophrya	confident	17
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Archaeperidinium	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Dinophyceae	confident	3676
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Gymnodiniales	confident	2384
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Peridiniales	confident	11978
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Polykrikaceae	confident	626
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Protoperidinium	confident	400
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	Syndiniales	confident	16
15_6_24	15	6	24	CM	18s	Eukaryota	Alveolata	Dinophyceae	environmental samples	confident	141
15_6_24	15	6	24	CM	18s	Eukaryota	Amoebozoa	Discosea	Discosea	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Amoebozoa	Mycetozoa	Stemonitis	confident	13
15_6_24	15	6	24	CM	18s	Eukaryota	Cryptophyta	Cryptomonadales	Cryptomonadaceae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Cryptophyta	Pyrenomonadales	Pyrenomonadaceae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Cryptophyta	Pyrenomonadales	Rhodomonas	confident	6
15_6_24	15	6	24	CM	18s	Eukaryota	Glaucocystophyceae	NO MATCH	Glaucocystophyceae	confident	5
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Fungi	Fungi	confident	16
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Actiniidae	confident	19
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Alcyonidiidae	confident	5
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Ampharetidae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Ascidiacea	confident	22
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Asterozoa	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Brachiopoda	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Calanoida	confident	37489
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Calcarea	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Calcaxonia	confident	1048
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Campanulariidae	confident	87
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Celleporina	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Chordata	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Diadematacea	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Dorvilleidae	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Eunicida	confident	40
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Glycinde	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Gnathophiurina	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Hydrozoa	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Leptothecata	confident	28
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Lucinoidea	confident	46
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Macoma	confident	972
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Mactridae	confident	35
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Malacostraca	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Megadasys	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Mytilinae	confident	139
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Nemertodermatidae	confident	34
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Nereididae	confident	112
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Oweniidae	confident	89
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Panpulmonata	confident	15
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pectinoidea	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Peloderinae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Phyllodocida	confident	162
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Ploima	confident	195
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Podoplea	confident	118
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Proctophyllodidae	confident	8
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pseudodiaptomidae	confident	13
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pterioida	confident	3
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Pteronyssidae	confident	3
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Spionidae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Tellinidae	confident	19
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Teredinidae	confident	14
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Typhlocoela	confident	12
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Unguiphora	confident	5
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Veneroida	confident	14
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Metazoa	Veneroidea	confident	292
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Nucleariidae and Fonticula group	Nucleariidae and Fonticula group	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Opisthokonta incertae sedis	Ichthyosporea	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Opisthokonta	Opisthokonta incertae sedis	Opisthokonta incertae sedis	confident	6
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadida	confident	24
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercomonadidae	confident	38
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Cercozoa	confident	15
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Protaspis	confident	28
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	Silicofilosea	confident	334
15_6_24	15	6	24	CM	18s	Eukaryota	Rhizaria	Cercozoa	unclassified Cercozoa	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Actinoptychus	confident	4
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophycidae	confident	43
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Bacillariophyta	confident	121
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphia	confident	271
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiaceae	confident	86
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Biddulphiophycidae	confident	9
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscales	confident	51
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	confident	53
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Diatoma	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Thalassiosiraceae	confident	1729
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bacillariophyta	Triceratiaceae	confident	21
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Bicosoecida	Bicosoecida	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Dictyochophyceae	Dictyochophyceae	confident	7
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Aurantiochytrium	confident	2
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Labyrinthulomycetes	confident	1837
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	Thraustochytriaceae	confident	79
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	unclassified Thraustochytriidae	confident	57
15_6_24	15	6	24	CM	18s	Eukaryota	Stramenopiles	Labyrinthulomycetes	unclassified Thraustochytrium	confident	8
